areaname;date;newcasesbyspecimendate;newcasesbyspecimendaterollingrate;newcasesbyspecimendaterollingsum
England;2023-12-06;945;9.2;5227
England;2023-12-03;687;7.9;4493
England;2023-11-26;506;7.0;3934
England;2023-11-20;695;7.5;4252
England;2023-11-18;449;7.7;4342
England;2023-11-12;593;7.0;3942
England;2023-11-08;693;9.0;5108
England;2023-11-07;817;9.3;5280
England;2023-11-05;683;10.0;5648
England;2023-11-04;592;10.3;5812
England;2023-11-03;734;10.5;5957
England;2023-11-02;809;10.9;6155
England;2023-10-30;1011;11.9;6712
England;2023-10-26;1013;13.0;7361
England;2023-10-20;1145;16.0;9055
England;2023-10-19;1320;16.6;9377
England;2023-10-16;1445;18.9;10715
England;2023-10-14;1120;21.8;12353
England;2023-10-12;1543;24.0;13548
England;2023-10-11;1894;25.2;14259
England;2023-10-09;2234;27.3;15443
England;2023-10-08;2068;28.0;15854
England;2023-10-04;2447;29.1;16481
England;2023-10-01;2360;29.5;16657
England;2023-09-27;2667;26.5;14993
England;2023-09-24;2007;22.7;12839
England;2023-09-23;1555;22.0;12437
England;2023-09-18;1929;19.3;10922
England;2023-09-05;1891;19.9;11270
England;2023-09-04;1969;19.0;10747
England;2023-08-30;1488;13.8;7788
England;2023-08-29;1368;13.1;7396
England;2023-08-26;856;13.0;7360
England;2023-08-24;1098;13.0;7355
England;2023-08-22;1177;12.9;7278
England;2023-08-19;848;12.6;7122
England;2023-08-18;991;12.6;7127
England;2023-08-17;1047;12.5;7055
England;2023-08-13;976;12.2;6881
England;2023-08-11;919;11.6;6560
England;2023-08-09;1034;11.0;6229
England;2023-08-03;807;9.4;5330
England;2023-07-30;752;8.0;4534
England;2023-07-27;629;6.9;3879
England;2023-07-25;647;6.4;3593
England;2023-07-24;630;6.1;3463
England;2023-07-22;412;5.7;3213
England;2023-07-20;497;5.4;3035
England;2023-07-16;384;5.0;2804
England;2023-07-13;417;4.9;2791
England;2023-07-12;418;4.8;2690
England;2023-07-11;450;4.6;2616
England;2023-07-06;316;3.6;2024
England;2023-07-05;344;3.5;1961
England;2023-06-29;253;3.5;2003
England;2023-06-28;298;3.7;2096
England;2023-06-26;306;4.0;2270
England;2023-06-25;303;4.2;2385
England;2023-06-23;289;4.4;2506
England;2023-06-18;350;5.2;2965
England;2023-06-14;463;6.2;3503
England;2023-06-08;578;7.9;4488
England;2023-06-04;615;8.3;4678
England;2023-05-30;780;9.1;5140
England;2023-05-27;567;10.7;6035
England;2023-05-16;1069;13.1;7431
England;2023-05-15;1139;13.8;7809
England;2023-05-13;782;14.3;8077
England;2023-05-11;1196;15.0;8479
England;2023-05-08;1328;16.5;9351
England;2023-05-05;1198;17.8;10082
England;2023-05-03;1526;18.2;10288
England;2023-05-02;1777;18.3;10331
England;2023-04-28;1369;18.4;10385
England;2023-04-27;1514;18.3;10359
England;2023-04-24;1706;18.9;10667
England;2023-04-19;1704;21.3;12058
England;2023-04-18;1803;21.9;12409
England;2023-04-16;1788;22.9;12961
England;2023-04-15;1271;22.7;12816
England;2023-04-11;2281;23.7;13390
England;2023-04-06;1966;27.7;15686
England;2023-03-30;3050;41.8;23657
England;2023-03-26;3156;48.5;27417
England;2023-03-25;2748;49.4;27944
England;2023-03-20;4730;51.3;29031
England;2023-03-16;4351;52.7;29786
England;2023-03-11;3084;48.0;27142
England;2023-03-08;4318;46.1;26063
England;2023-03-07;4455;45.5;25718
England;2023-02-25;2529;44.7;25284
England;2023-02-22;3855;47.5;26860
England;2023-02-20;4552;47.6;26929
England;2023-02-19;3435;47.6;26926
England;2023-02-14;4356;41.8;23650
England;2023-02-13;4549;40.1;22689
England;2023-02-12;2920;38.5;21761
England;2023-02-11;2396;37.9;21457
England;2023-02-09;3043;37.1;20984
England;2023-02-03;2751;34.5;19522
England;2023-01-29;2249;28.3;16013
England;2023-01-24;2550;23.8;13487
England;2023-01-21;1400;22.6;12776
England;2023-01-20;1699;22.5;12703
England;2023-01-17;1988;24.4;13777
England;2023-01-13;1905;30.8;17415
England;2023-01-10;2803;41.6;23522
England;2023-01-07;2417;50.8;28719
England;2023-01-05;4168;57.1;32305
England;2022-12-30;5524;66.7;37721
England;2022-12-29;6953;66.2;37422
England;2022-12-28;7609;64.9;36710
England;2022-12-27;5977;63.9;36143
England;2022-12-19;8240;72.9;41244
England;2022-12-18;5212;69.6;39360
England;2022-12-17;4273;67.9;38371
England;2022-12-15;5549;63.1;35683
England;2022-12-09;3824;49.6;28057
England;2022-12-08;4092;48.6;27508
England;2022-12-07;4640;47.1;26630
England;2022-12-04;3409;42.8;24196
England;2022-12-03;2481;42.3;23939
England;2022-12-02;3275;42.0;23762
England;2022-11-30;3608;40.5;22918
England;2022-11-24;3007;36.4;20568
England;2022-11-17;2703;34.8;19671
England;2022-11-15;3160;35.4;20026
England;2022-11-11;2562;37.3;21103
England;2022-11-04;2760;44.9;25398
England;2022-11-01;4091;51.3;28990
England;2022-10-31;4633;53.2;30080
England;2022-10-28;3916;60.3;34078
England;2022-10-24;6147;74.7;42228
England;2022-10-20;6075;89.6;50693
England;2022-10-17;9304;96.2;54377
England;2022-10-12;8124;103.4;58487
England;2022-10-10;9835;108.5;61372
England;2022-10-09;8014;110.4;62418
England;2022-10-07;8333;111.4;63010
England;2022-09-25;6737;78.1;44188
England;2022-09-24;5309;73.2;41394
England;2022-09-22;6294;65.4;36996
England;2022-09-19;5702;52.7;29816
England;2022-09-15;4200;49.3;27866
England;2022-09-14;4453;47.6;26916
England;2022-09-09;3103;44.5;25157
England;2022-09-08;3250;44.7;25293
England;2022-09-04;3759;46.2;26113
England;2022-08-25;3266;45.8;25928
England;2022-08-22;4575;49.4;27928
England;2022-08-20;3059;53.4;30193
England;2022-08-14;4781;68.4;38677
England;2022-08-09;6462;78.2;44239
England;2022-08-07;5897;84.0;47530
England;2022-08-05;5859;90.3;51065
England;2022-08-03;7419;96.6;54606
England;2022-07-31;7672;109.7;62054
England;2022-07-29;7585;118.3;66895
England;2022-07-26;10482;141.5;80037
England;2022-07-24;10216;158.1;89411
England;2022-07-21;12791;185.9;105114
England;2022-07-17;15702;245.0;138559
England;2022-07-16;13677;258.0;145903
England;2022-07-15;16626;268.0;151580
England;2022-07-13;21639;286.2;161836
England;2022-07-12;24377;295.2;166938
England;2022-07-11;27198;301.8;170679
England;2022-07-08;22173;311.6;176227
England;2022-07-07;24049;309.7;175121
England;2022-07-05;28118;296.3;167564
England;2022-07-03;25172;270.2;152823
England;2022-06-29;21720;230.5;130326
England;2022-06-26;18039;207.0;117054
England;2022-06-25;14478;200.8;113539
England;2022-06-24;15626;195.7;110695
England;2022-06-23;16698;188.7;106709
England;2022-06-21;17531;170.7;96549
England;2022-06-16;11915;138.4;78255
England;2022-06-13;12954;124.3;70318
England;2022-06-11;8468;114.6;64794
England;2022-06-09;9589;104.4;59032
England;2022-06-07;9484;88.9;50283
England;2022-06-03;5581;65.2;36875
England;2022-06-01;5711;62.8;35526
England;2022-05-31;5734;61.9;35004
England;2022-05-30;5928;61.6;34863
England;2022-05-27;4494;63.2;35737
England;2022-05-22;5151;73.1;41336
England;2022-05-21;4243;75.9;42915
England;2022-05-20;5049;77.5;43811
England;2022-05-19;5785;78.8;44556
England;2022-05-17;6833;81.4;46020
England;2022-05-12;6376;92.3;52207
England;2022-05-10;8154;100.7;56941
England;2022-05-01;7718;117.5;66446
England;2022-04-27;10120;149.1;84302
England;2022-04-26;11293;161.2;91155
England;2022-04-19;20595;243.6;137761
England;2022-04-18;20566;255.6;144548
England;2022-04-17;16262;273.3;154579
England;2022-04-16;16091;289.9;163958
England;2022-04-11;30597;381.4;215671
England;2022-04-08;27391;439.9;248775
England;2022-03-29;67441;818.0;462586
England;2022-03-27;58000;862.9;487988
England;2022-03-26;51776;878.7;496895
England;2022-03-24;68604;887.7;501978
England;2022-03-22;81845;879.6;497412
England;2022-03-18;61904;825.1;466592
England;2022-03-16;73951;784.4;443569
England;2022-03-13;60271;662.8;374816
England;2022-03-12;49161;619.7;350459
England;2022-03-11;52270;583.2;329807
England;2022-03-09;55491;504.6;285377
England;2022-03-08;52343;465.5;263247
England;2022-03-07;50982;429.3;242768
England;2022-03-02;33361;315.2;178274
England;2022-02-27;22165;297.5;168246
England;2022-02-25;19533;324.2;183317
England;2022-02-24;21882;333.7;188707
England;2022-02-23;26009;355.4;200993
England;2022-02-17;34168;446.8;252660
England;2022-02-16;39445;459.5;259823
England;2022-02-11;34944;599.1;338778
England;2022-02-05;43233;841.2;475722
England;2022-02-01;78511;977.2;552636
England;2022-01-30;74980;1046.5;591811
England;2022-01-28;71682;1083.7;612848
England;2022-01-26;93211;1104.4;624563
England;2022-01-25;96955;1111.7;628687
England;2022-01-20;86951;1115.8;630964
England;2022-01-16;85599;1096.5;620048
England;2022-01-15;67821;1092.0;617530
England;2022-01-14;75174;1115.7;630930
England;2022-01-10;116343;1689.1;955182
England;2022-01-08;81221;1941.6;1097984
England;2022-01-03;193617;2089.9;1181858
England;2022-01-01;99303;1934.8;1094117
England;2021-12-30;192825;1802.6;1019401
England;2021-12-24;117562;1409.9;797328
England;2021-12-14;90717;706.3;399425
England;2021-12-13;76507;631.0;356854
England;2021-12-11;41940;566.1;320140
England;2021-12-09;48817;540.7;305784
England;2021-12-05;35037;519.0;293518
England;2021-12-02;43045;498.4;281861
England;2021-12-01;47263;488.0;275959
England;2021-11-25;37143;452.2;255721
England;2021-11-23;41015;449.3;254053
England;2021-11-22;42869;445.1;251694
England;2021-11-19;33184;436.1;246630
England;2021-11-18;37099;432.9;244783
England;2021-11-17;38257;426.8;241384
England;2021-11-15;42477;414.7;234540
England;2021-11-13;27358;396.2;224049
England;2021-11-12;31337;387.7;219272
England;2021-11-09;34679;353.7;200025
England;2021-11-08;36138;347.8;196674
England;2021-11-07;25447;350.5;198199
England;2021-11-05;24405;367.8;207978
England;2021-10-31;29564;422.0;238637
England;2021-10-29;33995;425.6;240668
England;2021-10-28;35077;426.5;241179
England;2021-10-27;36524;432.7;244683
England;2021-10-26;35276;445.8;252122
England;2021-10-22;34506;495.3;280077
England;2021-10-19;44630;494.2;279467
England;2021-10-18;49257;487.6;275729
England;2021-10-13;40547;433.7;245239
England;2021-10-09;27180;384.8;217615
England;2021-10-07;32158;365.3;206594
England;2021-10-06;32547;355.9;201244
England;2021-10-04;36475;344.4;194745
England;2021-10-03;27138;341.1;192865
England;2021-10-01;24134;343.2;194057
England;2021-09-28;29628;348.9;197308
England;2021-09-26;26814;346.2;195753
England;2021-09-25;23389;342.6;193728
England;2021-09-21;30547;310.3;175492
England;2021-09-18;20926;271.9;153754
England;2021-09-15;22414;266.2;150560
England;2021-09-13;25199;281.3;159102
England;2021-09-12;17879;295.4;167038
England;2021-09-10;21031;316.7;179069
England;2021-09-09;24440;330.3;186768
England;2021-09-08;25659;341.2;192964
England;2021-09-04;23409;339.6;192065
England;2021-09-02;30636;325.9;184317
England;2021-09-01;31600;318.6;180163
England;2021-08-28;20138;317.8;179728
England;2021-08-25;27901;329.1;186096
England;2021-08-21;22605;339.4;191903
England;2021-08-20;25555;337.1;190634
England;2021-08-17;31095;329.6;186389
England;2021-08-16;30861;323.4;182904
England;2021-08-13;24992;314.5;177833
England;2021-08-04;28895;295.6;167171
England;2021-08-01;18714;290.2;164127
England;2021-07-30;22109;295.1;166896
England;2021-07-29;25361;299.5;169373
England;2021-07-25;19657;359.4;203254
England;2021-07-19;43401;555.5;314134
England;2021-07-16;51138;522.7;295594
England;2021-07-11;27418;367.7;207924
England;2021-07-10;25411;357.8;202312
England;2021-07-01;24267;245.4;138763
England;2021-06-27;15407;176.8;99954
England;2021-06-26;13486;164.0;92750
England;2021-06-24;15084;141.9;80262
England;2021-06-23;14806;132.1;74701
England;2021-06-15;9153;88.0;49738
England;2021-06-12;5422;77.3;43720
England;2021-06-06;4730;55.6;31435
England;2021-06-04;4886;49.2;27801
England;2021-06-02;5039;42.1;23788
England;2021-05-31;3170;35.7;20210
England;2021-05-27;3075;30.4;17197
England;2021-05-20;2000;23.5;13276
England;2021-05-16;1587;21.6;12236
England;2021-05-15;1306;22.3;12634
England;2021-05-12;1869;22.9;12976
England;2021-05-10;2325;24.1;13638
England;2021-05-09;1985;23.2;13119
England;2021-05-07;1657;21.8;12349
England;2021-05-05;2203;21.5;12154
England;2021-05-01;1211;22.6;12766
England;2021-04-30;1528;22.7;12855
England;2021-04-26;2267;24.1;13607
England;2021-04-24;1300;24.7;13992
England;2021-04-18;2281;25.0;14128
England;2021-04-17;1398;24.5;13867
England;2021-04-14;2068;27.7;15689
England;2021-04-13;2060;29.0;16373
England;2021-04-11;2020;30.0;16984
England;2021-04-10;2009;30.1;17006
England;2021-04-09;2482;30.3;17118
England;2021-04-08;2651;29.9;16884
England;2021-04-07;2752;30.6;17300
England;2021-04-04;2042;34.3;19375
England;2021-03-29;3422;52.0;29399
England;2021-03-25;4674;57.4;32487
England;2021-03-23;4566;57.0;32229
England;2021-03-22;5400;57.6;32596
England;2021-03-20;3514;56.4;31867
England;2021-03-19;4333;56.5;31945
England;2021-03-18;4689;57.3;32379
England;2021-03-17;5048;57.5;32538
England;2021-03-08;5818;60.7;34321
England;2021-03-07;3677;61.4;34718
England;2021-03-06;3832;62.2;35153
England;2021-03-04;5011;65.0;36730
England;2021-03-03;5305;68.4;38653
England;2021-03-02;5950;72.4;40969
England;2021-02-24;7621;106.4;60179
England;2021-02-22;10279;116.2;65709
England;2021-02-14;7781;137.5;77767
England;2021-02-12;10986;147.4;83369
England;2021-02-11;11637;153.6;86844
England;2021-02-10;12272;162.6;91924
England;2021-02-03;17948;228.9;129454
England;2021-02-02;18193;239.4;135405
England;2021-01-28;22523;289.4;163653
England;2021-01-26;25210;317.5;179543
England;2021-01-23;20425;382.7;216444
England;2021-01-18;41935;465.3;263132
England;2021-01-17;26976;485.8;274716
England;2021-01-13;42303;536.8;303584
England;2021-01-12;45968;555.3;314033
England;2021-01-08;43494;673.7;380990
England;2021-01-07;48132;647.9;366375
England;2021-01-01;28879;595.2;336561
England;2020-12-29;74058;488.4;276211
England;2020-12-27;43250;435.9;246495
England;2020-12-26;37462;411.7;232801
England;2020-12-25;12926;384.7;217534
England;2020-12-22;41741;407.0;230173
England;2020-12-21;43446;385.6;218084
England;2020-12-14;30019;244.7;138404
England;2020-12-10;18850;186.7;105596
England;2020-12-03;12762;152.5;86257
England;2020-12-02;13662;152.0;85954
England;2020-11-20;14960;220.7;124827
England;2020-11-17;20677;256.3;144918
England;2020-11-16;24136;263.6;149077
England;2020-11-13;22008;279.3;157949
England;2020-11-12;22320;277.8;157120
England;2020-11-11;25065;275.9;156006
England;2020-11-09;28560;265.0;149848
England;2020-11-07;16888;256.4;145021
England;2020-11-05;21206;250.1;141418
England;2020-11-03;22690;247.5;139963
England;2020-11-01;13611;234.6;132674
England;2020-10-29;20257;229.9;130024
England;2020-10-26;23033;232.9;131724
England;2020-10-23;18359;227.2;128463
England;2020-10-15;15428;172.2;97395
England;2020-10-13;15660;170.1;96191
England;2020-10-11;9781;164.1;92787
England;2020-10-03;9820;118.8;67203
England;2020-09-30;10663;92.6;52390
England;2020-09-29;8832;84.3;47660
England;2020-09-26;5704;68.8;38882
England;2020-09-18;4290;38.9;21991
England;2020-09-17;3979;36.4;20594
England;2020-09-10;3143;34.6;19553
England;2020-09-06;2079;27.5;15569
England;2020-09-05;2200;25.6;14477
England;2020-09-04;2637;23.6;13328
England;2020-09-02;2696;19.0;10726
England;2020-08-28;1395;13.5;7609
England;2020-08-23;704;12.3;6944
England;2020-08-22;732;12.0;6774
England;2020-08-19;1109;11.5;6508
England;2020-08-18;955;11.5;6525
England;2020-08-17;1159;12.1;6817
England;2020-08-16;534;12.4;7033
England;2020-08-09;569;10.6;6015
England;2020-08-05;973;9.6;5450
England;2020-07-27;824;8.4;4763
England;2020-07-26;518;8.3;4708
England;2020-07-14;661;7.1;4032
England;2020-07-06;664;6.9;3875
England;2020-07-05;544;6.9;3877
England;2020-07-02;561;7.0;3971
England;2020-06-30;578;7.4;4178
England;2020-06-27;506;8.2;4619
England;2020-06-22;821;10.0;5663
England;2020-06-19;818;10.9;6147
England;2020-06-10;1086;11.8;6700
England;2020-06-05;1020;14.3;8096
England;2020-06-02;1365;16.3;9243
England;2020-05-30;1010;17.0;9631
England;2020-05-29;1374;17.6;9930
England;2020-05-25;1389;22.9;12940
England;2020-05-23;1309;25.0;14164
England;2020-05-20;2359;26.4;14928
England;2020-05-19;2602;27.4;15468
England;2020-05-17;1593;29.5;16668
England;2020-05-15;2145;30.2;17104
England;2020-05-13;2899;32.8;18564
England;2020-05-06;3264;40.8;23096
England;2020-05-02;2762;48.1;27228
England;2020-04-30;4314;49.7;28090
England;2020-04-29;4737;50.1;28350
England;2020-04-27;4056;50.1;28308
England;2020-04-24;4352;51.4;29068
England;2020-04-18;4142;47.4;26819
England;2020-04-17;4088;45.6;25762
England;2020-04-09;4076;49.5;28004
England;2020-04-06;4407;47.9;27071
England;2020-04-02;4097;40.8;23078
England;2020-03-26;2633;21.8;12316
England;2020-03-21;1040;9.9;5611
England;2020-03-20;1096;8.6;4886
England;2020-03-14;315;3.4;1901
England;2020-03-09;127;0.8;454
England;2020-03-08;50;0.6;367
England;2020-03-06;74;0.5;284
England;2020-03-02;40;0.1;84
England;2020-02-27;7;;21
England;2020-02-24;2;;10
England;2020-02-21;2;;3
England;2020-02-18;0;;3
England;2020-02-13;1;;11
England;2020-02-12;1;;10
England;2020-02-09;1;;23
England;2020-02-08;3;;23
England;2020-02-07;0;;20
Leicester;2023-12-09;5;8.5;30
Leicester;2023-12-06;7;7.9;28
Leicester;2023-12-04;1;6.5;23
Leicester;2023-12-03;3;6.8;24
Leicester;2023-12-02;1;6.5;23
Leicester;2023-11-29;3;5.9;21
Leicester;2023-11-24;4;5.4;19
Leicester;2023-11-22;2;6.2;22
Leicester;2023-11-18;1;7.1;25
Leicester;2023-11-13;2;6.5;23
Leicester;2023-11-09;4;9.6;34
Leicester;2023-11-06;6;7.6;27
Leicester;2023-11-02;0;6.5;23
Leicester;2023-10-30;2;10.5;37
Leicester;2023-10-29;4;10.7;38
Leicester;2023-10-18;2;12.1;43
Leicester;2023-10-09;3;20.1;71
Leicester;2023-10-08;8;22.0;78
Leicester;2023-10-04;17;24.9;88
Leicester;2023-10-03;15;23.7;84
Leicester;2023-09-29;12;21.2;75
Leicester;2023-09-24;7;14.1;50
Leicester;2023-09-22;7;14.4;51
Leicester;2023-09-21;7;14.4;51
Leicester;2023-09-17;9;16.9;60
Leicester;2023-09-15;7;17.2;61
Leicester;2023-09-10;8;15.5;55
Leicester;2023-09-08;2;15.0;53
Leicester;2023-09-07;9;16.4;58
Leicester;2023-09-06;8;15.0;53
Leicester;2023-08-26;4;10.5;37
Leicester;2023-08-25;9;10.7;38
Leicester;2023-08-18;4;11.3;40
Leicester;2023-08-17;3;11.6;41
Leicester;2023-08-14;8;14.1;50
Leicester;2023-08-13;13;13.6;48
Leicester;2023-08-10;11;10.7;38
Leicester;2023-08-05;2;3.4;12
Leicester;2023-08-04;4;3.4;12
Leicester;2023-08-01;0;1.7;6
Leicester;2023-07-27;2;2.0;7
Leicester;2023-07-26;0;2.3;8
Leicester;2023-07-22;1;2.0;7
Leicester;2023-07-12;1;4.2;15
Leicester;2023-07-09;2;3.1;11
Leicester;2023-07-03;2;2.5;9
Leicester;2023-07-02;2;2.0;7
Leicester;2023-07-01;0;1.4;5
Leicester;2023-06-30;1;1.7;6
Leicester;2023-06-29;0;1.7;6
Leicester;2023-06-27;3;3.1;11
Leicester;2023-06-25;0;2.8;10
Leicester;2023-06-21;4;3.4;12
Leicester;2023-06-20;1;3.1;11
Leicester;2023-06-19;1;3.4;12
Leicester;2023-06-17;2;5.4;19
Leicester;2023-06-14;3;5.4;19
Leicester;2023-06-12;5;5.9;21
Leicester;2023-06-07;4;5.1;18
Leicester;2023-06-03;1;5.6;20
Leicester;2023-06-02;3;5.9;21
Leicester;2023-06-01;2;5.9;21
Leicester;2023-05-30;3;4.8;17
Leicester;2023-05-27;2;8.8;31
Leicester;2023-05-26;3;8.8;31
Leicester;2023-05-24;4;9.6;34
Leicester;2023-05-23;7;9.3;33
Leicester;2023-05-22;4;8.5;30
Leicester;2023-05-20;2;8.8;31
Leicester;2023-05-19;6;8.2;29
Leicester;2023-05-15;8;10.2;36
Leicester;2023-05-09;3;11.0;39
Leicester;2023-05-07;8;12.4;44
Leicester;2023-05-06;5;11.0;39
Leicester;2023-05-04;5;12.7;45
Leicester;2023-05-01;7;12.1;43
Leicester;2023-04-28;8;12.4;44
