areaname;date;newcasesbyspecimendate;newcasesbyspecimendaterollingrate;newcasesbyspecimendaterollingsum
Leicester;2021-10-08;113;294.6;1043
Leicester;2021-10-07;155;298.8;1058
Leicester;2021-10-06;158;296.6;1050
Leicester;2021-10-05;185;299.4;1060
Leicester;2021-10-04;195;298.6;1057
Leicester;2021-09-23;170;360.1;1275
Leicester;2021-09-16;212;392.9;1391
Leicester;2021-09-11;153;431.6;1528
Leicester;2021-09-06;308;433.3;1534
Leicester;2021-09-01;218;389.5;1379
Leicester;2021-08-30;172;392.1;1388
Leicester;2021-08-21;185;439.5;1556
Leicester;2021-08-20;212;436.1;1544
Leicester;2021-08-17;260;425.9;1508
Leicester;2021-08-16;256;414.4;1467
Leicester;2021-08-13;200;409.0;1448
Leicester;2021-08-10;219;409.0;1448
Leicester;2021-08-05;216;381.3;1350
Leicester;2021-08-01;139;357.0;1264
Leicester;2021-07-30;172;358.2;1268
Leicester;2021-07-29;218;349.1;1236
Leicester;2021-07-28;213;340.1;1204
Leicester;2021-07-24;117;354.5;1255
Leicester;2021-07-22;186;411.8;1458
Leicester;2021-07-15;275;346.6;1227
Leicester;2021-07-11;123;277.1;981
Leicester;2021-07-10;106;268.3;950
Leicester;2021-07-08;141;258.7;916
Leicester;2021-07-04;92;217.2;769
Leicester;2021-06-30;117;173.7;615
Leicester;2021-06-26;58;142.9;506
Leicester;2021-06-25;77;144.3;511
Leicester;2021-06-19;63;126.0;446
Leicester;2021-06-18;68;121.7;431
Leicester;2021-06-17;60;120.9;428
Leicester;2021-06-15;79;122.9;435
Leicester;2021-06-11;65;131.1;464
Leicester;2021-06-10;55;131.9;467
Leicester;2021-06-01;64;93.5;331
Leicester;2021-05-31;42;87.3;309
Leicester;2021-05-24;44;69.2;245
Leicester;2021-05-23;24;66.4;235
Leicester;2021-05-21;33;62.7;222
Leicester;2021-05-16;28;54.8;194
Leicester;2021-05-14;29;52.0;184
Leicester;2021-05-13;30;49.1;174
Leicester;2021-05-09;21;42.9;152
Leicester;2021-05-08;18;39.8;141
Leicester;2021-05-04;23;35.3;125
Leicester;2021-05-01;16;41.8;148
Leicester;2021-04-30;11;44.3;157
Leicester;2021-04-25;20;57.9;205
Leicester;2021-04-24;25;60.2;213
Leicester;2021-04-21;38;63.8;226
Leicester;2021-04-20;33;62.7;222
Leicester;2021-04-14;34;77.7;275
Leicester;2021-04-13;36;78.2;277
Leicester;2021-04-10;25;80.8;286
Leicester;2021-04-06;62;89.5;317
Leicester;2021-04-04;39;90.1;319
Leicester;2021-04-03;45;91.5;324
Leicester;2021-03-30;57;107.6;381
Leicester;2021-03-23;60;109.3;387
Leicester;2021-03-22;56;110.7;392
Leicester;2021-03-21;43;112.7;399
Leicester;2021-03-19;55;110.4;391
Leicester;2021-03-18;64;109.3;387
Leicester;2021-03-16;65;116.4;412
Leicester;2021-03-10;71;124.3;440
Leicester;2021-03-09;66;123.7;438
Leicester;2021-03-08;67;132.2;468
Leicester;2021-03-05;78;142.9;506
Leicester;2021-03-04;60;149.4;529
Leicester;2021-03-02;96;174.6;618
Leicester;2021-02-28;56;200.8;711
Leicester;2021-02-27;57;211.3;748
Leicester;2021-02-26;101;221.7;785
Leicester;2021-02-25;102;231.9;821
Leicester;2021-02-21;93;261.0;924
Leicester;2021-02-20;94;264.1;935
Leicester;2021-02-16;142;270.3;957
Leicester;2021-02-14;104;264.9;938
Leicester;2021-02-09;149;282.5;1000
Leicester;2021-02-08;153;292.6;1036
Leicester;2021-02-05;131;323.4;1145
Leicester;2021-02-01;196;389.2;1378
Leicester;2021-01-31;145;383.3;1357
Leicester;2021-01-28;214;399.4;1414
Leicester;2021-01-27;241;416.6;1475
Leicester;2021-01-26;245;434.7;1539
Leicester;2021-01-22;254;577.9;2046
Leicester;2021-01-13;272;547.4;1938
Leicester;2021-01-11;322;549.4;1945
Leicester;2021-01-05;323;564.1;1997
Leicester;2021-01-03;304;529.9;1876
Leicester;2020-12-31;258;444.9;1575
Leicester;2020-12-30;288;407.9;1444
Leicester;2020-12-25;91;303.6;1075
Leicester;2020-12-23;194;326.5;1156
Leicester;2020-12-20;139;324.3;1148
Leicester;2020-12-18;134;303.4;1074
Leicester;2020-12-16;173;294.6;1043
Leicester;2020-12-15;184;290.9;1030
Leicester;2020-12-10;144;259.0;917
Leicester;2020-12-06;126;264.1;935
Leicester;2020-12-04;123;252.5;894
Leicester;2020-12-02;109;252.2;893
Leicester;2020-11-30;168;271.2;960
Leicester;2020-11-26;150;322.3;1141
Leicester;2020-11-20;183;419.7;1486
Leicester;2020-11-19;162;435.0;1540
Leicester;2020-11-18;239;460.4;1630
Leicester;2020-11-17;246;483.3;1711
Leicester;2020-11-14;200;533.0;1887
Leicester;2020-11-10;302;500.5;1772
Leicester;2020-11-05;242;415.2;1470
Leicester;2020-10-31;150;382.4;1354
Leicester;2020-10-26;204;369.5;1308
Leicester;2020-10-22;191;305.6;1082
Leicester;2020-10-15;134;254.2;900
Leicester;2020-10-11;115;220.0;779
Leicester;2020-10-09;107;203.9;722
Leicester;2020-10-07;139;185.6;657
Leicester;2020-09-30;88;116.7;413
Leicester;2020-09-29;82;109.3;387
Leicester;2020-09-26;58;110.4;391
Leicester;2020-09-23;62;128.2;454
Leicester;2020-09-18;77;107.1;379
Leicester;2020-09-13;30;94.3;334
Leicester;2020-09-09;57;84.2;298
Leicester;2020-09-08;56;81.1;287
Leicester;2020-09-07;60;74.9;265
Leicester;2020-09-03;30;46.0;163
Leicester;2020-09-02;46;41.0;145
Leicester;2020-09-01;34;31.4;111
Leicester;2020-08-30;10;26.0;92
Leicester;2020-08-29;9;26.0;92
Leicester;2020-08-28;19;26.0;92
Leicester;2020-08-25;11;32.2;114
Leicester;2020-08-24;19;39.0;138
Leicester;2020-08-23;10;47.5;168
Leicester;2020-08-20;21;51.4;182
Leicester;2020-08-19;20;55.1;195
Leicester;2020-08-18;35;57.1;202
Leicester;2020-08-12;27;66.7;236
Leicester;2020-08-11;30;72.6;257
Leicester;2020-08-09;20;70.9;251
Leicester;2020-08-07;38;66.1;234
Leicester;2020-07-22;48;69.2;245
Leicester;2020-07-21;28;66.7;236
Leicester;2020-07-20;32;69.8;247
Leicester;2020-07-09;44;121.2;429
Leicester;2020-07-05;80;128.0;453
Leicester;2020-07-03;64;119.2;422
Leicester;2020-06-27;52;153.9;545
Leicester;2020-06-25;74;160.4;568
Leicester;2020-06-24;98;160.4;568
Leicester;2020-06-22;93;146.3;518
Leicester;2020-06-20;66;141.2;500
Leicester;2020-06-19;80;139.0;492
Leicester;2020-06-17;68;132.8;470
Leicester;2020-06-15;77;128.5;455
Leicester;2020-06-13;58;118.9;421
Leicester;2020-05-31;26;53.1;188
Leicester;2020-05-30;22;51.7;183
Leicester;2020-05-27;31;57.6;204
Leicester;2020-05-26;24;60.4;214
Leicester;2020-05-23;30;72.0;255
Leicester;2020-05-22;23;80.5;285
Leicester;2020-05-20;41;80.8;286
Leicester;2020-05-19;45;79.9;283
Leicester;2020-05-18;33;78.5;278
Leicester;2020-05-17;34;78.5;278
Leicester;2020-05-16;60;76.5;271
Leicester;2020-05-11;33;62.7;222
Leicester;2020-05-10;27;63.8;226
Leicester;2020-05-06;55;57.6;204
Leicester;2020-04-23;23;44.3;157
Leicester;2020-04-16;10;31.1;110
Leicester;2020-04-14;14;38.4;136
Leicester;2020-04-12;24;46.0;163
Leicester;2020-04-10;20;44.3;157
Leicester;2020-04-09;31;46.0;163
Leicester;2020-04-04;15;37.0;131
Leicester;2020-04-03;26;35.9;127
Leicester;2020-04-02;24;30.8;109
Leicester;2020-03-29;1;19.5;69
Leicester;2020-03-28;11;21.2;75
Leicester;2020-03-25;5;15.8;56
Leicester;2020-03-24;20;15.8;56
Leicester;2020-03-22;7;8.5;30
Leicester;2020-03-19;6;4.8;17
Leicester;2020-03-18;5;3.4;12
Leicester;2020-03-17;3;2.3;8
England;2023-12-08;882;10.1;5723
England;2023-12-07;807;9.5;5379
England;2023-12-01;538;7.5;4217
England;2023-11-29;727;7.3;4131
England;2023-11-25;424;7.0;3975
England;2023-11-24;545;7.1;4000
England;2023-11-23;562;7.0;3965
England;2023-11-19;547;7.6;4296
England;2023-11-17;510;7.4;4184
England;2023-11-16;662;7.0;3949
England;2023-11-06;780;9.6;5417
England;2023-10-31;954;11.5;6515
England;2023-10-27;932;12.6;7148
England;2023-10-24;1151;14.2;8042
England;2023-10-18;1395;17.0;9600
England;2023-10-17;1411;17.9;10099
England;2023-10-15;1219;20.3;11504
England;2023-10-10;2027;26.2;14812
England;2023-10-07;1666;28.6;16146
England;2023-10-03;2658;29.5;16701
England;2023-09-29;2125;28.2;15931
England;2023-09-26;2698;25.1;14219
England;2023-09-25;2561;23.8;13471
England;2023-09-22;1680;21.6;12200
England;2023-09-15;1341;19.1;10808
England;2023-09-14;1532;19.5;11015
England;2023-09-10;1580;21.0;11890
England;2023-09-09;1334;21.1;11947
England;2023-09-06;1860;20.6;11642
England;2023-09-03;1637;17.4;9867
England;2023-09-02;1327;16.1;9131
England;2023-08-31;1446;14.4;8136
England;2023-08-28;1089;12.7;7205
England;2023-08-27;901;12.9;7298
England;2023-08-23;1096;12.9;7304
England;2023-08-16;1070;12.4;6998
England;2023-08-14;1098;12.3;6958
England;2023-08-12;853;11.9;6732
England;2023-08-10;990;11.3;6412
England;2023-08-06;827;9.9;5603
England;2023-08-04;771;9.7;5476
England;2023-08-02;824;9.1;5152
England;2023-07-28;625;7.2;4060
England;2023-07-26;622;6.6;3747
England;2023-07-07;350;3.8;2138
England;2023-07-02;264;3.3;1861
England;2023-07-01;209;3.4;1900
England;2023-06-30;236;3.4;1950
England;2023-06-22;346;4.5;2557
England;2023-06-21;371;4.6;2596
England;2023-06-19;421;5.0;2801
England;2023-06-17;333;5.5;3132
England;2023-06-16;340;5.6;3181
England;2023-06-15;385;5.9;3310
England;2023-06-12;585;7.0;3970
England;2023-06-11;517;7.4;4191
England;2023-06-06;757;8.3;4715
England;2023-06-05;806;8.4;4738
England;2023-06-01;674;8.6;4884
England;2023-05-31;813;8.9;5031
England;2023-05-29;746;9.6;5401
England;2023-05-28;596;10.2;5750
England;2023-05-26;708;10.9;6185
England;2023-05-25;821;11.2;6358
England;2023-05-24;922;11.5;6511
England;2023-05-21;881;11.8;6652
England;2023-05-20;717;12.0;6801
England;2023-05-18;974;12.3;6933
England;2023-05-17;991;12.7;7155
England;2023-05-14;1030;14.1;7998
England;2023-05-09;1447;16.0;9021
England;2023-04-29;1211;18.4;10405
England;2023-04-26;1569;18.3;10333
England;2023-04-25;1604;18.5;10468
England;2023-04-22;1191;20.1;11376
England;2023-04-14;1553;23.1;13076
England;2023-04-13;1880;23.2;13122
England;2023-04-12;2055;23.4;13208
England;2023-04-10;2133;23.5;13294
England;2023-04-08;1531;25.2;14224
England;2023-04-07;1599;26.1;14776
England;2023-04-05;2237;29.7;16770
England;2023-04-04;2185;31.8;17971
England;2023-04-03;2457;34.3;19383
England;2023-04-01;2083;38.5;21757
England;2023-03-31;2509;39.6;22422
England;2023-03-29;3438;43.5;24576
England;2023-03-28;3597;45.0;25461
England;2023-03-27;3924;47.1;26611
England;2023-03-23;3969;50.0;28275
England;2023-03-21;4747;50.8;28705
England;2023-03-18;3105;52.9;29933
England;2023-03-17;3718;52.9;29912
England;2023-03-15;4371;52.0;29396
England;2023-03-14;5073;51.9;29343
England;2023-03-10;3592;47.1;26630
England;2023-03-05;3155;44.5;25153
England;2023-03-04;2572;44.0;24899
England;2023-03-03;3421;44.0;24856
England;2023-03-02;3565;43.4;24547
England;2023-02-27;4319;43.4;24517
England;2023-02-26;2901;43.8;24750
England;2023-02-24;3112;45.4;25662
England;2023-02-18;2907;46.7;26411
England;2023-02-16;4005;44.5;25171
England;2023-02-10;3051;37.6;21284
England;2023-02-08;3335;37.0;20897
England;2023-02-07;3395;36.7;20776
England;2023-02-05;2616;35.9;20310
England;2023-02-04;2223;35.3;19943
England;2023-01-31;3280;31.2;17631
England;2023-01-30;3270;29.9;16901
England;2023-01-23;2382;22.9;12925
England;2023-01-22;1747;22.7;12850
England;2023-01-19;1808;22.8;12909
England;2023-01-18;1901;23.5;13305
England;2023-01-11;2373;36.9;20886
England;2023-01-08;2501;49.3;27882
England;2023-01-06;3412;53.4;30193
England;2023-01-04;5009;62.1;35090
England;2023-01-03;5739;66.6;37690
England;2023-01-02;4636;67.1;37928
England;2022-12-31;3891;66.9;37835
England;2022-12-26;4499;67.2;38002
England;2022-12-25;3382;73.8;41743
England;2022-12-24;3777;77.1;43573
England;2022-12-21;7042;77.2;43677
England;2022-12-20;7836;75.3;42597
England;2022-12-12;6356;55.1;31182
England;2022-12-11;4223;52.5;29676
England;2022-12-06;4761;45.3;25598
England;2022-12-01;3214;40.9;23125
England;2022-11-29;3972;39.9;22550
England;2022-11-26;2304;36.8;20802
England;2022-11-21;3549;34.8;19666
England;2022-11-19;2207;34.7;19645
England;2022-11-18;2501;34.7;19610
England;2022-11-16;2933;35.0;19774
England;2022-11-14;3494;35.8;20246
England;2022-11-13;2647;36.5;20631
England;2022-11-10;2806;37.7;21301
England;2022-11-08;3380;39.2;22170
England;2022-11-07;3879;40.5;22881
England;2022-11-06;2917;41.8;23635
England;2022-11-03;3261;47.0;26554
England;2022-10-27;4372;63.5;35921
England;2022-10-26;4924;66.5;37624
England;2022-10-25;5181;70.3;39742
England;2022-10-23;5011;80.3;45385
England;2022-10-19;7042;92.3;52181
England;2022-10-18;7667;94.2;53263
England;2022-10-16;7257;97.1;54908
England;2022-10-13;7563;101.2;57231
England;2022-10-11;8781;105.9;59907
England;2022-09-30;7099;88.4;49993
England;2022-09-28;7806;84.6;47842
England;2022-09-20;7200;57.3;32415
England;2022-09-17;3188;51.0;28819
England;2022-09-12;4758;45.2;25551
England;2022-09-11;3890;44.5;25178
England;2022-09-05;4385;47.0;26562
England;2022-09-03;2971;44.6;25236
England;2022-08-29;3936;41.9;23676
England;2022-08-28;2882;43.0;24315
England;2022-08-26;2997;45.0;25433
England;2022-08-21;3547;51.2;28959
England;2022-08-19;3492;55.0;31112
England;2022-08-17;4421;59.9;33858
England;2022-08-13;3978;70.4;39793
England;2022-08-11;5446;73.8;41745
England;2022-08-10;6003;75.7;42823
England;2022-08-02;8165;100.1;56622
England;2022-08-01;8814;104.2;58939
England;2022-07-27;9435;132.5;74939
England;2022-07-25;11929;149.3;84421
England;2022-07-23;8909;167.8;94897
England;2022-07-20;14533;197.5;111663
England;2022-07-19;14866;210.0;118769
England;2022-07-18;16919;226.8;128280
England;2022-07-14;19340;277.9;157127
England;2022-07-06;26741;305.2;172585
England;2022-07-04;30388;285.3;161315
England;2022-07-01;21067;248.6;140582
England;2022-06-28;21869;223.5;126370
England;2022-06-27;21896;215.8;122032
England;2022-06-20;16918;162.1;91678
England;2022-06-19;14524;155.1;87714
England;2022-06-18;11634;148.4;83908
England;2022-06-17;11640;142.8;80742
England;2022-06-15;12387;134.3;75929
England;2022-06-12;10718;118.8;67162
England;2022-06-10;9153;110.7;62604
England;2022-06-06;9798;82.3;46533
England;2022-06-05;8350;75.4;42663
England;2022-06-02;5081;63.3;35788
England;2022-05-28;4153;63.0;35647
England;2022-05-26;4819;64.2;36292
England;2022-05-25;5189;65.9;37258
England;2022-05-16;7883;83.7;47341
England;2022-05-09;8876;106.0;59942
England;2022-05-05;8592;110.4;62446
England;2022-05-04;9783;111.2;62910
England;2022-05-03;11155;111.8;63247
England;2022-05-02;10343;112.1;63385
England;2022-04-29;7992;131.4;74304
England;2022-04-23;10573;198.1;112015
England;2022-04-22;12526;207.8;117533
England;2022-04-21;14520;216.3;122313
England;2022-04-20;16973;228.5;129227
England;2022-04-15;17306;302.2;170880
England;2022-04-14;21434;320.0;180965
England;2022-04-12;27382;358.4;202660
England;2022-04-09;23013;424.7;240179
England;2022-04-05;40393;533.5;301719
England;2022-04-04;45140;581.4;328767
England;2022-04-03;35606;641.1;362536
England;2022-04-02;31609;680.7;384930
England;2022-03-30;62750;791.8;447736
England;2022-03-28;78909;843.5;476990
England;2022-03-23;77600;886.0;501061
England;2022-03-20;66907;847.5;479278
England;2022-03-19;55211;835.8;472642
England;2022-03-17;67687;808.1;456958
England;2022-03-15;74101;751.7;425109
England;2022-03-14;79517;713.3;403351
England;2022-03-10;54298;544.9;308142
England;2022-03-05;28509;371.2;209902
England;2022-03-04;30605;351.9;198997
England;2022-03-03;31533;332.3;187925
England;2022-02-26;17604;308.6;174492
England;2022-02-20;28411;417.3;236011
England;2022-02-19;26429;424.3;239926
England;2022-02-10;41331;630.2;356390
England;2022-02-09;51013;670.4;379091
England;2022-02-08;55437;710.8;401986
England;2022-02-06;50148;797.3;450890
England;2022-02-04;52556;876.2;495513
England;2022-02-03;64032;910.1;514639
England;2022-02-02;73908;943.1;533333
England;2022-01-29;63024;1070.5;605389
England;2022-01-24;109233;1123.0;635040
England;2022-01-23;88558;1132.8;640583
England;2022-01-22;70483;1127.5;637624
England;2022-01-21;79172;1122.8;634962
England;2022-01-19;97335;1110.8;628145
England;2022-01-13;84132;1168.6;660836
England;2022-01-11;100979;1452.3;821288
England;2022-01-09;83081;1825.7;1032456
England;2022-01-05;183798;2132.5;1205912
England;2021-12-26;98918;1412.4;798731
England;2021-12-25;59912;1376.3;778310
England;2021-12-20;117577;1139.1;644147
England;2021-12-18;78930;1009.6;570947
England;2021-12-17;84967;944.2;533957
England;2021-12-16;93804;873.6;494008
England;2021-12-12;46367;586.2;331470
England;2021-12-08;50059;530.5;300012
England;2021-12-06;51123;524.7;296702
England;2021-12-04;33380;517.0;292338
England;2021-12-03;39222;508.3;287417
England;2021-11-29;47939;463.2;261960
England;2021-11-26;33666;453.1;256203
England;2021-11-24;39881;452.1;255677
England;2021-11-21;31761;444.4;251302
England;2021-11-20;29868;440.6;249140
England;2021-11-16;38656;421.8;238517
England;2021-11-14;29599;403.5;228201
England;2021-11-04;27379;384.7;217568
England;2021-11-03;29396;398.3;225266
England;2021-11-02;31328;411.0;232394
England;2021-10-24;30091;478.8;270775
England;2021-10-21;38581;499.0;282202
England;2021-10-17;37501;476.7;269587
England;2021-10-16;31639;466.1;263585
England;2021-10-15;36631;458.2;259126
England;2021-10-10;31499;392.5;221976
England;2021-10-08;29848;375.4;212308
England;2021-10-05;32269;349.0;197386
England;2021-10-02;21873;340.5;192541
England;2021-09-24;25754;338.2;191265
England;2021-09-23;28340;332.2;187886
England;2021-09-22;28788;321.6;181866
England;2021-09-20;32121;296.3;167586
England;2021-09-19;24789;284.1;160664
England;2021-09-17;22375;264.9;149784
England;2021-08-31;33565;312.0;176464
England;2021-08-29;19152;312.1;176471
England;2021-08-27;24253;322.2;182195
England;2021-08-15;21280;318.9;180335
England;2021-08-12;27690;314.2;177692
England;2021-08-10;27610;314.6;177888
England;2021-08-07;19957;308.0;174185
England;2021-08-05;28126;300.5;169936
England;2021-08-03;27062;292.1;165201
England;2021-07-31;18450;291.9;165070
England;2021-07-24;20276;383.3;216761
England;2021-07-21;31676;509.6;288190
England;2021-07-17;35281;540.2;305464
England;2021-07-15;57583;483.7;273506
England;2021-07-13;43247;406.4;229806
England;2021-07-12;40477;385.8;218186
England;2021-07-07;34274;327.3;185114
England;2021-07-06;31627;309.1;174781
England;2021-07-05;30215;294.3;166404
England;2021-06-29;23250;213.0;120445
England;2021-06-21;12707;114.8;64896
England;2021-06-20;8203;108.1;61130
England;2021-06-19;7127;104.3;59002
England;2021-06-16;9411;92.4;52230
England;2021-06-14;8941;83.5;47215
England;2021-06-10;6718;71.9;40638
England;2021-06-08;6630;65.7;37171
England;2021-06-05;3964;51.8;29303
England;2021-06-01;4515;38.8;21928
England;2021-05-26;3179;28.5;16122
England;2021-05-22;1606;24.6;13908
England;2021-05-21;1872;24.1;13608
England;2021-05-19;2261;23.0;13013
England;2021-05-18;2241;22.3;12621
England;2021-05-17;2341;21.7;12252
England;2021-05-04;2200;21.4;12104
England;2021-05-03;1806;20.7;11713
England;2021-05-02;1305;21.5;12174
England;2021-04-29;1901;23.0;13028
England;2021-04-28;2153;23.3;13159
England;2021-04-27;1809;23.5;13304
England;2021-04-22;2032;25.4;14352
England;2021-04-21;2298;25.3;14279
England;2021-04-19;2268;24.8;13997
England;2021-04-12;2399;30.2;17069
England;2021-04-03;2121;38.6;21810
England;2021-04-02;2248;40.4;22825
England;2021-04-01;3067;43.1;24380
England;2021-03-31;3340;46.0;25987
England;2021-03-30;3135;49.5;27968
England;2021-03-28;4477;55.5;31377
England;2021-03-27;3136;55.8;31579
England;2021-03-26;3803;56.5;31957
England;2021-03-15;5643;58.8;33267
England;2021-03-13;3592;59.1;33412
England;2021-03-10;5222;59.7;33776
England;2021-03-09;5488;59.9;33859
England;2021-03-05;4728;62.9;35575
England;2021-02-26;5883;94.5;53447
England;2021-02-25;6934;100.5;56810
England;2021-02-18;10303;126.9;71735
England;2021-02-17;10419;129.2;73069
England;2021-02-16;11268;132.5;74922
England;2021-02-15;12953;135.0;76350
